
		Plnt	SLoc	Description	Matl Group	Material	MTyp	Material description	BUn	      Unrestricted	Value Unrestricted	Quality Inspection	Value in QualInsp.	           Blocked	Value BlockedStock	   Transit/Transf.	Val. in Trans./Tfr	           Returns	Value Rets Blocked	    Restricted-Use	  Value Restricted
		2000	7236	VIS MG EXEO AKLN	39121705	401810	ZFNG	POLE CLAMP GCA (10 IN-12 IN)	PC	               20	         7,475.33	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	31160000	401823	ZFNG	FOC SPLICE CLOSURE 12-48 W/ TRAY ORG	SET	              157	       242,730.10	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	26121607	401832	ZFNG	FIBER OPTIC CABLES 24 Core	M	            9,050	       170,861.59	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	26121607	401835	ZFNG	FIBER OPTIC CABLES 48 Core	M	            8,462	       196,705.78	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	31160000	402248	ZFNG	Alley Arm Steel HDG 10PIN Diagonal Brace	PC	               39	        44,140.19	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	39121705	402291	ZFNG	POLE CLAMP CA, 7-9	PC	              115	        30,882.23	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	39121705	402292	ZFNG	POLE CLAMP RL, 9-11	PC	               29	         9,602.13	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	31160000	402998	ZFNG	 Alley Arm Steel HDG10PIN Horizontal Bar	PC	               42	        86,845.03	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	S423	403007	ZFNG	POLE CONCRETE 10.6 M-7AR	PC	               10	       137,748.37	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	S437	403049	ZFNG	POLE Clamp GCA (7 IN -8 IN)	PC	               56	        17,664.65	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	S419	403050	ZFNG	Machine Bolt 5/8 dia 6inch	PC	               32	         1,117.14	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	S431	403052	ZFNG	EXTENSION ARM 44	PC	                3	         6,161.60	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	26121600	403053	ZFNG	EXTENSION ARM 26	PC	               15	        20,356.33	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	S431	403054	ZFNG	ANCHOR ROD (THIMBLEYE) 5/8 X 6 FEET	PC	               40	        11,957.09	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	S418	403055	ZFNG	SquareWasher3X3Flat/Curve(10PinAlleyArm)	PC	               76	         2,036.35	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	S419	403056	ZFNG	Machine Bolt 5/8 dia 10inch	PC	               60	         3,971.56	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	39121600	403067	ZFNG	Carriage Bolt 3/8 inch x 4-1/2 inch	PC	               20	           279.20	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	31160000	403124	ZFNG	ODN LCP for 72 core with splitter slots	PC	               29	        56,146.49	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	31160000	403358	ZFNG	Fiber Drop Cable 6 core 1.6mm	ROL	                2	        44,000.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	26121607	403538	ZFNG	SMG.652D LgtcableFlattishAER 12C FbrDrop	M	            2,000	        21,215.41	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7236	VIS MG EXEO AKLN	26121607	808029	ZOSI	72-CORE SM FIBER OPTIC CABLE G.652	M	            6,000	       209,246.31	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7237	VIS MG EXEO ANTQ	31160000	401588	ZFNG	SLEEVE PROTECTION SLEEVE FOR FIBER OPTIC	PC	            1,000	         2,687.88	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7237	VIS MG EXEO ANTQ	31160000	401641	ZFNG	GUY GRIP 5/16 ( 6M )	PC	              209	        15,285.78	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7237	VIS MG EXEO ANTQ	31160000	401649	ZFNG	BACK BRACE 6 FEET	PC	               27	        20,814.63	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7237	VIS MG EXEO ANTQ	39121703	401673	ZFNG	LASHING WIRE STAINLESS 1.22MM 190M/RO	ROL	               60	        27,961.47	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	7237	VIS MG EXEO ANTQ	39121600	401682	ZFNG	MACHINE BOLT 5/8 DIA. X  8 INCH	PC	               42	         2,019.66	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
